SMILES,value
O=C(C[C@@H](c1ccccc1)[C@@H]1CCCc2[se]nnc21)c1ccc(Cl)cc1,5.14267
c1ccc(C[Se]c2nnnn2C2CCCCC2)cc1,3.90309
COc1ccc(-c2nnc(NC(=O)c3ccc(Cl)cc3Cl)o2)cc1,4.55315
COc1ccc(S(=O)(=O)N2CCN(c3nc4ccccc4c4ccccc34)CC2)cc1,4.84113
CCN(CC)C(=O)C1=C(C)NC(C)=C(C(=O)OCCCCc2ccccc2)C1c1ncc([N+](=O)[O-])n1C,5.69897
CCC(C)c1ccc(-n2c(=O)oc3ccc(F)cc3c2=O)cc1,5.09691
CC(C)c1ccc(C2SCCC(=O)N2NC(=O)c2ccncc2)cc1,5.66999
CCc1ccc(C(=O)CC2(O)c3ccccc3-n3c2nc2ccccc2c3=O)cc1,5.10347
Fc1ccc(-n2cc(Cn3c(-c4cccc(F)c4)nc4ccccc43)nn2)cc1,6.23657
CCOC(=O)C1C(c2ccco2)N(C)C(c2ccco2)C(C(=O)c2ccc(Cl)cc2)S1(=O)=O,5.19654
O=[N+]([O-])c1ncn(Cc2c(Cl)cccc2Cl)n1,4.43684
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccccc3Cl)cc1)C2,6.32391
Cc1ccc(C)c(-c2nnc(NC(=O)CCc3ccccc3)o2)c1,5.09371
COc1ccc(CC2C3=C(CCCC3)CCN2c2c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)cc1,6.63868
Cc1ccc(C(=O)NCCC2=CCCCC2)cc1I,5.05
OC1CCN(CC2CCN(C3CCC4CCCCC4C3)CC2)CC1,4.50515
COCCOc1ccc(-c2ccc(COc3ncccc3C(N)=O)cc2)c(C)c1,4.9393
O=C(O)COc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,4.80774
CC1CCc2c(sc(Nc3nc4c(F)cccc4s3)c2C(N)=O)C1,4.81769
O=C(NCc1ccccc1)c1c(-c2ccccc2)[n+]([O-])c2ccc(F)cc2[n+]1[O-],5.00379
O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C/CC1)C[C@@]31C[C@@H]3CCCCCCN3[C@@H]21,3.92143
[O-][n+]1nc(NC2CC2)[n+]([O-])c2ccc(F)cc21,5.11701
CCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,3.30103
