SMILES,value
c1ccc(SCc2nn3c(-c4ccccc4)nnc3s2)cc1,5.57
CC(C)(C)c1ccc(CNC(=O)c2nc3ccccc3s2)cc1,3.81216
Cc1cccc2sc(NC(=O)c3ccc(C(C)(C)C)cc3)nc12,5.31662
CCCc1cc(-c2nsc(-c3ccnc(CCC)c3)n2)ccn1,4.00599
CCCCn1c(NC(=S)Nc2ccccc2)nc2ccccc21,4.73407
CCc1nc2ccc(C)cc2n1CCCSc1ccc(C)cc1,5.48149
[C-]#[N+]C(C)(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)[C@]3([N+]#[C-])CCC(=C)[C@@H]1[C@H]23,5.10948
N#Cc1ccc(C(=O)Nc2nnc(-c3ccc(Cl)cc3)o2)cc1,6.21048
N#Cc1ccc(C(=O)Nc2nnc(-c3ccccc3Cl)o2)cc1,5.56336
O=C(/C=C/c1ccc(Cl)cc1)Nc1nnc(-c2ccccc2)[nH]1,4.03339
O=C(/C=C/c1cccc(Cl)c1)Nc1nnc(-c2ccccc2)[nH]1,4.41341
CCOC(=O)N1CCN(CCC(=O)c2ccc(Cl)cc2)CC1,4.86659
Oc1c(CN2CCc3ccccc3C2)cc(Cl)c2cccnc12,5.11657
Cc1cc(Nc2ccc(Cl)cc2)nc(NCc2ccccc2)n1,5.19106
Cc1cc(Nc2cccc(Cl)c2)nc(NCc2ccccc2)n1,5.22115
Cc1cc(CNCc2ccccc2)c(C)n1-c1ccc(Cl)cc1,5.81271
CCN1CCN(CCOc2ccc(Cl)cc2C(C)(C)C)CC1,4.96361
O=C(Nc1nnc(-c2ccno2)o1)c1ccc(Cl)cc1Cl,4.82746
[O-][n+]1nc(NC2CCCC2)[n+]([O-])c2ccc(Br)cc21,5.90869
OCC#CCSc1nnc(-c2ccc(Br)cc2)o1,6.2652
C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,7.27572
C[C@H]1CC[C@H](NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,6.85387
C[C@H]1CC[C@@H](NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,6.74473
CC1CCC(NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,6.82391
CC1CCC(NC(=O)c2cc3cc(Cl)cc(Cl)c3[nH]2)CC1,6.38722
CC1CCC(NC(=O)c2cc3cc(Cl)c(Cl)cc3[nH]2)CC1,6.79588
CC1CCC(NC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]2)CC1,6.01323
CC1CCC(NC(=O)c2cc3c(Cl)c(Cl)ccc3[nH]2)CC1,6.65758
COc1cccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NC(=O)N2)c1,3.51189
COc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NC(=O)N2)cc1,3.8129
COc1ccc(CN2C(=O)NC(=O)/C(=C/c3ccc[nH]3)C2=O)cc1,6.57025
Cc1c(C)n2c3c(=O)[nH]c(=O)n(C)c3nc2n1-c1ccccc1O,5.9938
O=C(Nc1ccc(F)c(F)c1F)OC1C2CC3CC(C2)CC1C3,4.73417
O=C(Cn1c(=O)oc2ccccc21)Nc1nc2ccccc2s1,4.79184
CCOc1ccc(C2=N[C@H](C(=O)OCc3ccccc3)CO2)cc1,4.36661
COc1ccc(C2=N[C@H](C(=O)OCc3ccccc3)[C@H](C)O2)cc1,4.34466
CCOc1ccc(NC=C2C(=O)CC(c3ccco3)CC2=O)cc1,5.27466
O=C(CSc1ccc(-c2ccccn2)nn1)c1ccc(F)cc1,4.65357
Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1,3.90309
CCc1nn2c(=O)c(CC(=O)OC)c(C)[nH]c2c1-c1ccccc1,4.61622
COc1ccc(OCCn2c(NC(C)=O)nc3ccccc32)cc1,5.89008
CCOc1ccc(N2CC(=O)Nc3ccccc3NCC2=O)cc1,4.90267
N#Cc1cnc2c(-c3ccccc3)c(Cc3ccccc3)nn2c1N,4.0
O=C(/C=C/c1ccccc1)Nc1ccc(N2CCNCC2)c(F)c1,4.11445
COC(=O)CSc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.37116
O=C(Nc1nnc(-c2cccs2)o1)c1ccc2c(c1)CCCC2,6.21137
O=C(CSc1nc2ccccc2c(=O)[nH]1)NCc1ccccc1,5.77362
Cc1ccc(C)c(-c2nnc(NC(=O)/C=C/c3cccs3)o2)c1,5.37252
Cc1ccc(-c2nnc(NC(=O)/C=C/c3cccs3)o2)c(C)c1,5.58298
COc1ccccc1Sc1nc(-c2ccccn2)ncc1OC,5.9838
Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NC1CCCCC1,4.07307
O=C(c1nc2ccccc2s1)N1CCN(c2cnccn2)CC1,4.71647
COc1ccccc1C(=O)Oc1ccc2c(c1)C(C)CC(C)(C)N2,4.71191
COc1ccc(Oc2ccc(N/C=C/C(=O)C(C)(C)C)cc2)cc1,4.12467
COc1ccc(C(=O)C(CN2CCOCC2)c2ccccc2)cc1,5.08283
CCCCc1c(C)[nH]c2c(-c3ccc(OC)cc3)c(C)nn2c1=O,4.74589
COc1cc2[nH]c(C(=O)NC34CC5CC(CC(C5)C3)C4)cc2cn1,5.82391
O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)C1CCCCC1,4.45362
c1cncc(-n2cc(CSc3nc4ccccc4s3)nn2)c1,4.30831
CCCc1cc(-c2nc(-c3ccnc(OCC)c3)cs2)ccn1,6.62338
CC(C)(C)C1CCC(c2cc(C(=O)NN)nc3ccccc23)CC1,5.01763
O=C(/C=C/c1cccc(C(F)(F)F)c1)Nc1ccc(Cl)cc1,4.62832
Cc1ccc(C)c(NC(=O)c2ccc(-c3ccccc3Cl)o2)c1,4.25475
O=C(c1ccc(N2CCCC2)cc1)C1CC1c1ccc(Cl)cc1,4.41608
Clc1ccc(OCCCNCc2ccccc2)c2ccccc12,5.33402
O=C(Nc1ccc(C(F)(F)F)cc1)c1cccc([N+](=O)[O-])c1O,4.49485
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc([N+](=O)[O-])c1O,4.49485
O=C(Nc1cccc(C(F)(F)F)c1)c1cc([N+](=O)[O-])ccc1O,4.9464
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc([N+](=O)[O-])cc1O,5.09691
O=C(Nc1ccc(C(F)(F)F)cc1)c1cc([N+](=O)[O-])ccc1O,5.09691
O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc([N+](=O)[O-])cc1O,5.54846
O=C1c2cccc3c([N+](=O)[O-])ccc(c23)C(=O)N1CC1CCCO1,5.42493
O=C(OCc1ccccc1)[C@@H]1COC(c2ccc([N+](=O)[O-])cc2)=N1,4.81702
O=C(Nc1nc(-c2ccccn2)cs1)c1cccc([N+](=O)[O-])c1,5.84424
O=[N+]([O-])c1ccc2nc(CSc3nc4ccccc4o3)[nH]c2c1,4.93824
O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1[N+](=O)[O-],5.84424
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc([N+](=O)[O-])cc1,5.30103
O=c1oc2cc(OCC(O)Cn3ccnc3)ccc2c2c1CCC2,4.53108
CCOc1ccc(N2C(=O)CC(Nc3ccccc3O)C2=O)cc1,4.35886
Nc1ncnc2c1c(-c1ccccc1)cn2[C@H]1C[C@@H](O)[C@@H](CO)O1,5.09691
Cc1nn2c(=O)c(C#N)c(-c3ccccc3)[nH]c2c1-c1ccccc1,5.04321
CC1(C)C2CCC(CNC(=O)Nc3ccc(F)c(F)c3F)C1C2,6.21266
CC1C(NC(=O)Nc2ccc(F)c(F)c2F)CC2CC1C2(C)C,7.21266
CCOC(=O)N1CCc2c(sc(NC(C)=O)c2C(=O)OC)C1,4.4676
Cc1ccc(-c2csc(Nc3ccc(C(=O)O)c(O)c3)n2)cc1,5.29256
O=C(CSc1nc2ccccc2o1)NCC(=O)c1ccccc1,5.07769
O=C(COc1ccc2ccccc2c1)Nc1nnc2n1CCS2,4.29204
CCSc1cccc(C(=O)Nc2nnc(-c3cccnc3)o2)c1,6.19586
COc1ccccc1OCCCCn1c(CO)nc2ccccc21,4.48024
CC(=O)c1cccc(Nc2cc(C)nc3c2ccc2ccccc23)c1,4.98405
Cc1ccc(-c2[nH]c(-c3ccccc3O)nc2-c2ccccc2)cc1,4.07475
Fc1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,4.14813
CCOC(=O)C1(O)CSc2nc3sc(C)c(C)c3c(=O)n21,4.323
Cc1cc2nc(/C(C#N)=C/c3cn(C)c4ccccc34)[nH]c2cc1C,4.2123
CC(C)n1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)c2ccccc21,4.47818
CCn1c(C)c(/C=C(\C#N)c2nc3ccccc3[nH]2)c2ccccc21,4.38643
c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1,5.67861
CCCn1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)c2ccccc21,4.11029
N=C1S/C(=C\c2c[nH]c3ccccc23)C(=O)N1c1nccs1,6.21271
Cc1cc2nc(/C=C/c3ccccc3)n(S(C)(=O)=O)c2cc1C,3.50864
COC(=O)/C(=C/c1ccccc1)CSC(=N)Nc1ccccc1,4.79588
COc1ccc(-n2c(C)nc3sc4c(c3c2=O)CCCC4)cc1,4.93015
Cc1cccc2sc(NNC(=O)c3ccc(N(C)C)cc3)nc12,4.35541
CCC(CC)c1nnc(NC(=O)c2ccc3ccccc3n2)s1,6.08938
CCCCCCCCCCO[C@@H]1C=CC(=O)[C@@H](COC(C)=O)O1,4.71791
CC1(C)CCC[C@]2(C)C3=CC4=CC(=O)C(=O)C=C4O[C@@]3(C)CC[C@@H]12,3.57129
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,6.31158
CC(C)c1cccc2c1NC(=O)C21N(C)CCC12CCCCC2=O,4.41691
CCCCCCCCNc1cnc(C(=O)Nc2ccccc2)cn1,5.01799
CCCc1nc(C)cc(N2CCN(c3ccc(OC)cc3)CC2)n1,4.72818
CCCCCCCNc1nccnc1C(=O)NCc1ccccc1,3.0
CCCCCCCNc1cnc(C(=O)NCc2ccccc2)cn1,5.33127
CCCCCCCNc1cncc(C(=O)NCc2ccccc2)n1,4.84963
Cc1cccc(N2CCN(C(=O)/C=C/c3cccs3)CC2C)c1,4.63168
Cc1ccc(C(C)C)c(OCCn2c(S)nc3ccccc32)c1,4.0
c1csc(-c2ccc(-c3ncncc3-c3ccsc3)s2)c1,4.71806
c1csc(-c2ccc(-c3ncncc3-c3cccs3)s2)c1,5.66959
CCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,3.30103
O=C(Nc1ccc(Br)cc1)c1cc(Cl)ccc1O,5.21732
O=C(Nc1ccc(Br)cc1)c1ccc(Cl)cc1O,5.39794
O=C(Nc1cccc(Br)c1)c1cc(Cl)ccc1O,5.20066
O=C(/C=C/c1ccccc1Cl)Nc1nnc(-c2ccncc2)o1,6.21317
O=[N+]([O-])c1ccccc1C1Nc2ccc(Cl)cc2C2C=CCC21,4.34247
CC(=O)n1cc(N(C(=O)CCl)c2ccccc2)c2ccccc21,5.50808
N=C(N/N=C/c1cccc(Cl)c1)NC(=O)/C=C/c1ccccc1,4.4168
N=C(N/N=C/c1ccccc1Cl)NC(=O)/C=C/c1ccccc1,4.51428
CCCOc1ccc(Nc2cc(C)nc3ccc(Cl)cc23)cc1,5.59366
O=C(Nc1ccc(Cl)c(Cl)c1)c1cccc([N+](=O)[O-])c1O,4.64537
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc([N+](=O)[O-])cc1O,5.24743
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc([N+](=O)[O-])ccc1O,4.9464
O=C1c2cc(Br)ccc2-n2c1nc1ccccc1c2=O,6.21713
O=C1c2ccccc2-n2c1nc1ccc(Br)cc1c2=O,6.01644
O=C(Nc1cccc(Br)c1)c1ccc([N+](=O)[O-])s1,6.21372
Cc1cc(Nc2ccc(C#N)cc2)c2ccc(C(F)(F)F)cc2n1,4.0
O=[N+]([O-])c1ccc(Sc2cccc3cccnc23)c([N+](=O)[O-])c1,4.48266
COc1ccc(OC)c(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2)c1,3.8129
COc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2)cc1OC,3.8129
COC(=O)Cc1cc(=O)n2nc(C)c(-c3ccc(OC)cc3)c2[nH]1,4.07908
O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)C1=COCCO1,4.70008
O=C(Nc1nnc(C2=COCCO2)o1)c1ccc2c(c1)CCCC2,5.93521
CCCCOc1ccc(C(=O)Nc2nnc(-c3ccco3)o2)cc1,6.21396
CCCCOc1cccc(C(=O)Nc2nnc(-c3ccco3)o2)c1,6.21396
COc1cccc(-c2nnc(NC(=O)/C=C/c3cccs3)o2)c1,6.21399
CC(C)OC(=O)COc1ccc(C(=O)NCc2ccccc2)cc1,4.77405
CC1CCN(C(=O)COC(=O)c2cc3ccccc3cc2O)CC1,6.19791
CCOC(=O)c1ccc(NC(=O)CCOc2ccc(C)cc2)cc1,4.68064
CCCOC(=O)c1ccc(NC(=O)CCOc2ccccc2)cc1,6.20621
O=C(Nc1ncnc2sc3c(c12)CCCC3)c1ccc(F)cc1,5.61577
O=C(O)c1cn(C2CCC2)c2cc(N3CCNCC3)ccc2c1=O,5.23725
CC(C)(C)N1C(=O)NC(=O)/C(=C/Nc2ccc3c(c2)CCC3)C1=O,4.42284
CCc1c(C)[nH]c2c(-c3ccc(OC)cc3)c(COC)nn2c1=O,4.61714
NC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2)C1,5.55564
CN1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CC1,6.14026
CCCc1cc(=O)n2nc(COC)c(-c3ccc(OC)cc3)c2[nH]1,4.84119
CC1CN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2)CCN1,6.14026
c1ccc(CCc2ccccc2-c2nc(-c3ccncc3)no2)cc1,4.42752
COc1ccc2c(N/N=C/c3ccc4ccccc4c3)ccnc2c1,6.22185
Cc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1,4.7338
Cc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1C,4.17943
c1ccc2sc(Nc3nc4cc5c(cc4s3)OCO5)nc2c1,4.71023
COc1ccc(C(=O)NNc2nc3c(C)cc(C)cc3s2)cc1,5.05418
COc1ccc(C(=O)NNc2nc3cc(C)cc(C)c3s2)cc1,4.77948
CN(C)c1ccc(Nc2nc(-c3ccc(O)cc3O)cs2)cc1,5.28234
Cc1ccc(C2SCCC(=O)N2NC(=O)c2ccncc2)cc1,5.01954
Cc1cccc(C2SCCC(=O)N2NC(=O)c2ccncc2)c1,5.01954
Cc1ccccc1C1SCCC(=O)N1NC(=O)c1ccncc1,5.01954
N#Cc1ccc(-c2nc(-c3cccs3)c(-c3ccccc3)[nH]2)cc1,4.57134
CCCCc1ccc(NC(=O)COc2ccc(OCC)cc2)cc1,4.0666
CC(C)Nc1ccc(Nc2ccnc3cc4ccccc4cc23)cc1,5.27507
COc1ccc2nc(Nc3ccc4nc(C)sc4c3)sc2c1,4.58162
CSc1ccccc1C(=O)Nc1nc(-c2ccccn2)cs1,5.76
CSc1cccc(C(=O)Nc2nc(-c3ccccn3)cs2)c1,5.43
CSc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1,5.18051
O=C(Nc1nc2ccccc2s1)NC12CC3CC(CC(C3)C1)C2,5.62304
CC(C)(C)c1ccc(C(=O)NC(=S)NCc2cccnc2)cc1,4.71202
CC(NCC(O)COc1ccccc1C(C)(C)C)c1ccccc1,4.91878
Cc1cc(OCC(O)CNC(C)c2ccccc2)ccc1C(C)C,4.6194
CCCCOc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1,4.67267
CC1(C)[C@H]2CC[C@](C)(C2)[C@]1(O)CCNC(=O)/C=C/c1ccccc1,4.81616
CC(C)(C)c1ccccc1OCCOCCNCc1ccccc1,5.01368
CCCCCCCCCCc1cn(CCc2ccccc2C)nn1,5.21419
CCCCCCCCCCCCn1cc(Cc2ccccc2)nn1,4.11728
COc1ccc(Cl)cc1-c1nc2ccc(C(F)(F)F)cc2o1,4.20412
COc1cc(Cl)ccc1-c1nc2ccc(C(F)(F)F)cc2o1,3.60206
Cc1cc(O)n2nc(C(F)(F)F)c(-c3ccc(Cl)cc3)c2n1,4.83021
COc1ccc(NC(=O)c2ccc(OC(F)F)cc2)cc1Cl,4.68317
Cc1ccc(C)c(-c2nnc(NC(=O)c3cccc(Cl)c3)o2)c1,4.79891
Cc1ccc(C)c(-c2nnc(NC(=O)c3ccc(Cl)cc3)o2)c1,5.0592
Cc1ccc(C)c(-c2nnc(NC(=O)c3ccccc3Cl)o2)c1,6.21453
Cc1ccc(-c2nnc(NC(=O)c3ccccc3Cl)o2)c(C)c1,6.21453
Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1ccccc1,5.24702
Cc1cc(Cl)ccc1Oc1ccc(-c2nc(N)nc(N)n2)cc1,5.70774
O=C(/C=C/c1ccc(Cl)cc1)c1ccc(N2CCOCC2)cc1,4.71974
CC(C)(C)n1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,5.08927
CCCCNc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1,4.41876
CN(C)CCCc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,4.41876
CCCCNCCOCCOc1ccc(Cl)cc1C(C)(C)C,4.65509
O=C1c2cc(Br)ccc2-n2c1nc1ncccc1c2=O,4.21157
O=C1c2cc(Br)ccc2-n2c1nc1ccncc1c2=O,5.61638
O=C(Oc1cccc2cccnc12)c1ccccc1Br,5.18995
O=C(Oc1ccc2cc(Br)ccc2c1)c1cccnc1,5.86138
Clc1ccc(-c2nnc(SCc3ccon3)o2)c(Cl)c1,5.5741
O=C1C(=O)N(CCCCCCBr)c2ccc(F)cc21,4.3536
CCc1ccc(Nc2ncnc3ccc(Br)cc23)cc1,4.69938
COc1ccc(Cl)cc1C(=S)Nc1cc(Cl)ccc1O,4.64537
COc1ccc(Cl)cc1C(=S)Nc1ccc(Cl)cc1O,4.64537
COc1cc(Cl)ccc1C(=S)Nc1cc(Cl)ccc1O,4.20412
COc1cc(Cl)ccc1C(=S)Nc1ccc(Cl)cc1O,4.64537
CSc1ccccc1NC(=O)c1ccc(Br)s1,5.00943
O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1cccc([N+](=O)[O-])c1,5.12222
COc1cc(/C=C/c2nnc(-c3cc([N+](=O)[O-])c[nH]3)o2)ccc1O,4.1415
Cc1ccc(C)c(-c2nnc(NC(=O)c3ccc([N+](=O)[O-])o3)o2)c1,6.21521
Cc1ccc(-c2nnc(NC(=O)c3ccc([N+](=O)[O-])o3)o2)c(C)c1,6.21521
O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)NCc1ccccn1,4.41947
CCOC(=O)C1=C(C)NC(=O)NC1c1coc2ccccc2c1=O,4.11799
COc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NO2)cc1OC,4.11526
CNC(=O)c1ccsc1NC(=O)c1cc2ccccc2oc1=O,4.24681
COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1,5.17137
COc1cc(OC)cc(OCC(O)Cn2cnc3ccccc32)c1,4.45508
COc1ccc(C2C(C#N)=C(N)Oc3ccc4ccccc4c32)cc1,2.51636
COc1ccc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1,2.51636
N#Cc1ccccc1NC(=O)Cc1cccc(Oc2ccccc2)c1,4.01121
Cc1ccc(-n2c(/C=C/c3ccco3)nc3ccccc3c2=O)cc1,4.0
Cc1cccc(-n2c(/C=C/c3ccco3)nc3ccccc3c2=O)c1,4.5186
O=c1c2ccccc2nc(/C=C/c2ccco2)n1Cc1ccccc1,4.0
Cc1ccccc1-n1c(/C=C/c2ccco2)nc2ccccc2c1=O,4.99965
COC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)o1,4.16444
Cc1ccc2c(c1)C1(C(=O)N2)N(C)CCC12CN(N=O)CCC2=O,5.32331
COc1ccc2c(N/N=C/c3ccc4ccccc4n3)ccnc2c1,5.02228
COc1cccc2c(N/N=C/c3ccc4ccccc4n3)ccnc12,5.31876
COc1ccc2c(N/N=C/c3ccnc4ccccc34)ccnc2c1,5.02228
O=C(Nc1nnc(-c2cccs2)o1)c1nc2ccccc2s1,5.25629
COc1ccc(CNC(=O)c2nc3ccccc3s2)cc1OC,4.41947
COc1ccc(CNC(=O)c2nc3ccccc3s2)c(OC)c1,3.81741
CCn1cnc2sc(C(=O)Oc3cccc(C)c3)c(C)c2c1=O,6.70997
COc1ccc(OCC(=O)Nc2ccc3nc(C)sc3c2)cc1,4.96867
COC(=O)CSc1nc2c(c(-c3ccco3)c1C#N)CCCC2,5.51103
Cn1cc(S(=O)(=O)CC(=O)Nc2ccccc2)c2ccccc21,3.51638
Fc1cccc2sc(Nc3nc(-c4ccccn4)cs3)nc12,6.46266
Fc1ccc2nc(Nc3nc(-c4ccccn4)cs3)sc2c1,5.63827
CCOC(=O)c1sc(N/N=C/c2c[nH]c3ccccc23)nc1C,3.69897
CC(C)OC(=O)CSc1ncnc2c1cnn2-c1ccccc1,5.05809
CCOC(=O)CSc1ncnc2c1cnn2-c1ccc(C)cc1,4.99645
CC(C)CCO[C@@H]1C=C(CO)C(=O)[C@@H](COC(=O)C(C)(C)C)O1,4.11846
COCOc1ccc(C(=O)/C=C/C2=CCC3CC2C3(C)C)c(O)c1,3.51641
COCOc1ccc2c(c1)OC(C1=CCC3CC1C3(C)C)CC2=O,3.51641
O=C(Nc1ccc2c(c1)OCCO2)NC12CC3CC(CC(C3)C1)C2,4.64636
Cc1cc(C(=O)NCC23CC4CC(CC(C4)C2)C3)ccc1[N+](=O)[O-],5.66332
COC(=O)c1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,4.62184
CC1CCN(C(=O)COC(=O)CCc2c[nH]c3ccccc23)CC1,6.46852
Cc1ccc(-c2nc3c([nH]2)c2c(c4ccccc43)OC(C)(C)C2)cc1,3.51641
c1ccc(-c2ccccc2OCCCn2cnc3ccccc32)cc1,5.41578
Cc1ccc2c(c1)c1ncnc(N3CCc4ccccc4C3)c1n2C,5.19457
Cc1cc(C)cc(Nc2cc(C)nc3c(-c4ccccc4)cnn23)c1,5.35505
Cc1cc(Nc2ccc(C)c(C)c2)n2ncc(-c3ccccc3)c2n1,5.03785
O=C(CSc1nnc(-c2ccncc2)s1)Nc1ccccc1,6.74473
CCCNc1nc(Nc2ccc(C)cc2)nc(N2CCOCC2)n1,4.45705
Cn1cc(CCNC(=O)Nc2ccc(N3CCCCC3)nc2)cn1,5.30103
c1csc(Cc2nn3c(-c4[nH]nc5c4CCC5)nnc3s2)c1,6.13
NC(=O)c1cc(-c2ccccc2)sc1NC(=O)C1CCCCC1,5.02319
Cc1cc2nc(CCc3ccccc3)n(S(C)(=O)=O)c2cc1C,4.11919
NC(=O)c1c(NC(=O)c2ccccc2)sc2c1CCCCCC2,4.97758
COc1ccc(CCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,4.89005
CC(C)COc1ccc(CNC(=S)NCc2ccccc2)cc1,4.66262
CC(=O)Oc1cc(C)cc2c1[C@H](C)CC[C@H]2[C@@H](C)CCC=C(C)C,4.31247
C(CNC1C2CC3CC(C2)CC1C3)NC1C2CC3CC(C2)CC1C3,4.99807
COc1ccc(Cl)cc1-c1nc2cc(Cl)c(Cl)cc2o1,3.90309
COc1cc(Cl)ccc1-c1nc2cc(Cl)c(Cl)cc2o1,3.60206
O=C(NCc1cccc(C(F)(F)F)c1)Nc1cccc(Cl)c1,4.68649
O=C1C(Cl)=C(Nc2ccccc2O)C(=O)N1Cc1ccccc1,4.99442
OC(COc1ccc(Cl)cc1)Cn1cnc(-c2ccccc2)c1,5.03292
O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2cc(Cl)ccc2[nH]1,6.24937
Cc1c(Cl)ccc(OCCCCn2cnc3ccccc32)c1C,5.52331
Cc1ccc(C(=O)Nc2ccc(N3CCCC3)c(Cl)c2)c(C)c1,4.39143
CCc1nc2ccccc2n1CCCCOc1ccc(Cl)cc1,5.82391
CCc1nc2cc(Cl)ccc2n1CCCCOc1ccccc1,6.52288
CCc1nc2ccc(Cl)cc2n1CCCCOc1ccccc1,5.14874
CCc1nc2ccccc2n1CCCCOc1cccc(Cl)c1,6.05552
CCc1nc2ccccc2n1CCCCOc1ccccc1Cl,6.16749
CCCc1cc(-c2nc(-c3ccc(Cl)cc3)c(C)s2)ccn1,4.91495
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Oc1cccnc1[N+](=O)[O-],5.81107
Cc1cc(Nc2ccccc2O)c2cc(Br)ccc2n1,4.0
Cc1ccc(C)c(-c2nnc(NC(=O)c3c(F)cccc3F)o2)c1,6.21656
Cc1ccc(-c2nnc(NC(=O)c3c(F)cccc3F)o2)c(C)c1,5.80541
CCOC(=O)c1ccc(COC(=O)c2cccc([N+](=O)[O-])c2)cc1,5.28638
CC(C)c1ccc(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,4.71504
Cc1ccc(CNC(=O)c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1,7.04576
Cc1ccc([C@H](C)NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,6.11919
CC[C@H](NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccccc1,5.51713
Cc1c([N+](=O)[O-])cc(C(=O)N[C@H](C)c2ccccc2)cc1[N+](=O)[O-],6.4437
C[C@H](c1ccccc1)N(C)C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,5.81816
Cc1ccc(CCNC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,5.81816
O=C(NCCCc1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,5.81816
O=C1c2cccc3cccc(c23)C(=O)N1c1ccc2[nH]c(=O)[nH]c2c1,4.98689
O=C(Nc1cc(C(F)(F)F)no1)NC12CC3CC(CC(C3)C1)C2,5.62552
Cc1ccc(-c2ccc(C(=O)Nc3ncc([N+](=O)[O-])s3)o2)cc1,4.72193
CN1CCN(C(=O)c2nc3cc(C(F)(F)F)ccc3s2)CC1,4.7217
COC(=O)COc1ccc(NC(=O)COc2cccc(C)c2)cc1,5.2389
O=[N+]([O-])c1ccc(C2=NC(=S)NC(c3ccc(F)cc3)C2)cc1,4.42033
CC1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,5.81179
COc1ccc(C2C(C#N)=C(N)Oc3c2ccc2cccnc32)cc1,3.11972
N#Cc1ccc(-c2ccc(OCC(=O)Nc3cccnc3)cc2)cc1,6.00846
Fc1ccc(CNc2nc(-c3ccccc3)nc3ccccc23)cc1,4.11919
COc1ccc(-c2nc(-c3ccc(O)cc3O)cs2)cc1OC,5.3413
O=C(NN1C(=O)CCSC1c1cccc(O)c1)c1ccncc1,5.02273
O=C(NN1C(=O)CCSC1c1ccc(O)cc1)c1ccncc1,4.72354
O=C(NN1C(=O)CCSC1c1ccccc1O)c1ccncc1,4.7217
CCCn1cc(C(=O)O)c(=O)c2ccc(N3CCNC(C)C3)cc21,5.22192
